C.D.S.  -  SIMBAD4 rel 1.8  -  2025.01.29CET17:13:11

Number of objects : 9018

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
5376|HD 162396                          |PM*|17 52 52.5830170920 -41 59 47.486766588|     ~   |6.74     |6.20     |     ~   |     ~   |F9VFe-0.7CH-0.4      | 135 |   0
5377|HD 163376                          |V* |17 57 47.8025082499 -41 42 58.655766790|     ~   |6.503    |4.863    |     ~   |     ~   |M0III                |  51 |   0
5378|HD 166114                          |*  |18 11 05.5628156880 -41 21 32.814185004|     ~   |6.133    |5.845    |     ~   |     ~   |F2V                  |  40 |   0
5379|V* V692 CrA                        |Ro*|18 13 12.6984255264 -41 20 09.997218708|     ~   |5.298    |5.462    |     ~   |     ~   |B2III                |  64 |   0
5380|HD 170642                          |*  |18 32 21.3310764544 -39 42 14.402758830|     ~   |5.233    |5.155    |     ~   |     ~   |A3V                  |  40 |   0
5381|HD 170773                          |PM*|18 33 00.9167301456 -39 53 31.275122964|     ~   |6.630    |6.217    |     ~   |     ~   |F5V                  |  77 |   0
5382|HD 170384                          |*  |18 31 02.9487669600 -41 54 49.802581872|     ~   |6.158    |6.018    |     ~   |     ~   |A3V                  |  31 |   0
5383|HD 172991                          |*  |18 44 57.1522814304 -39 41 10.278114576|     ~   |6.278    |5.439    |     ~   |     ~   |B9/A1V               |  31 |   0
5384|* mu. CrA                          |*  |18 47 44.6177345928 -40 24 22.197417912|     ~   |5.984    |5.217    |     ~   |     ~   |G5/6III              |  36 |   0
5385|HD 174152                          |*  |18 50 58.6516120512 -41 03 45.704111760|     ~   |6.41     |6.49     |     ~   |     ~   |B5/7III              |  31 |   0
5386|HD 175529                          |*  |18 57 34.3957961784 -39 49 23.501805888|     ~   |6.480    |6.284    |     ~   |     ~   |A5IV/V               |  30 |   0
5387|HD 175855                          |*  |18 59 10.9642991832 -39 32 04.963727652|     ~   |6.454    |6.497    |     ~   |     ~   |B9.5V                |  21 |   0
5388|* bet CrA                          |*  |19 10 01.7567255066 -39 20 26.853667665|     ~   |5.281    |4.095    |     ~   |     ~   |K0II/IIICNIb         |  60 |   0
5389|HD 178254                          |*  |19 09 39.7567296288 -39 49 38.049922236|     ~   |7.521    |6.435    |     ~   |     ~   |K0III                |  15 |   0
5390|* del CrA                          |PM*|19 08 20.9696916432 -40 29 48.112728468|     ~   |5.664    |4.571    |     ~   |     ~   |K1III                |  33 |   0
5391|HD 189195                          |*  |20 00 15.9329086049 -37 42 06.201377039|     ~   |6.933    |5.948    |     ~   |     ~   |G8/K0III             |  20 |   0
5392|HD 191408                          |PM*|20 11 11.9387690214 -36 06 04.351725607|     ~   |5.44     |5.32     |     ~   |     ~   |K2.5V                | 278 |   1
5393|V* V4434 Sgr                       |LP*|20 16 23.6109229728 -36 27 12.867073092|     ~   |7.87     |6.40     |     ~   |     ~   |M4III                |  21 |   0
5394|HD 193302                          |*  |20 20 51.8968314792 -35 40 25.231021140|     ~   |7.783    |6.463    |     ~   |     ~   |K3III                |  19 |   0
5395|HD 196737                          |RG*|20 40 19.8279224592 -33 25 54.646146624|     ~   |6.599    |5.466    |     ~   |     ~   |K1III                |  42 |   0
5396|HD 198356                          |PM*|20 50 47.1483677880 -32 03 16.577035596|     ~   |7.933    |6.405    |     ~   |     ~   |K5III                |  15 |   0
5397|* bet Mic                          |*  |20 51 58.7618484144 -33 10 40.705101516|     ~   |6.073    |6.055    |     ~   |     ~   |A1IV                 |  28 |   0
5398|* 60 Hya                           |PM*|15 02 06.4331233344 -28 03 38.207074932|     ~   |5.995    |5.824    |     ~   |     ~   |A4IV                 |  53 |   0
5399|HD 133469                          |PM*|15 05 33.9053182104 -30 33 03.106333836|     ~   |6.94     |6.48     |     ~   |     ~   |F5.5V                |  44 |   0
5400|* f Lup                            |V* |15 17 49.8375758654 -30 08 55.199278828|6.50     |5.43     |4.33     |3.52     |2.96     |K0IIIaCH-1           |  48 |   0
5401|HD 135896                          |*  |15 18 41.3020685976 -31 12 33.659786880|     ~   |7.412    |6.194    |     ~   |     ~   |G6/8III              |  13 |   0
5402|* i Lup                            |*  |15 14 37.3198417440 -31 31 08.845840812|     ~   |5.273    |4.918    |     ~   |     ~   |F3III                | 104 |   0
5403|HD 138221                          |*  |15 31 50.2295015376 -32 52 52.015213236|     ~   |6.540    |6.488    |     ~   |     ~   |B7V                  |  49 |   0
5404|HD 138923                          |** |15 36 11.3631250416 -33 05 34.094759028|     ~   |6.165    |6.251    |     ~   |     ~   |B8V                  |  54 |   0
5405|* chi Lup                          |SB*|15 50 57.5453432166 -33 37 37.728345509|3.77     |3.909    |3.946    |     ~   |     ~   |B9III                | 314 |   0
5406|* ksi02 Lup                        |*  |15 56 54.1128088176 -33 57 51.338030580|     ~   |5.61     |5.55     |     ~   |     ~   |B9V                  |  53 |   0
5407|* ksi01 Lup                        |*  |15 56 53.4896401128 -33 57 58.013116056|     ~   |5.18     |5.08     |     ~   |     ~   |A3V                  |  58 |   0
5408|HD 143902                          |*  |16 04 17.8183977480 -33 12 49.372469208|     ~   |6.418    |6.086    |     ~   |     ~   |F3III                |  29 |   0
5409|HD 144987                          |PM*|16 09 52.5898714152 -33 32 44.903550228|     ~   |5.410    |5.497    |     ~   |     ~   |B8V                  |  43 |   0
5410|* N Sco                            |V* |16 31 22.9344803220 -34 42 15.725494158|3.30     |4.06     |4.23     |4.29     |4.41     |B2III-IV             | 146 |   0
5411|* H Sco                            |V* |16 36 22.4715031529 -35 15 19.193081688|     ~   |5.730    |4.156    |     ~   |     ~   |K5III                |  64 |   0
5412|HD 149886                          |** |16 39 05.2266008424 -37 13 02.553774384|     ~   |5.895    |5.914    |     ~   |     ~   |B9/A0V+B             |  34 |   0
5413|* mu.02 Sco                        |bC?|16 52 20.1453198 -38 01 03.125839      |2.52     |3.343    |3.542    |     ~   |     ~   |B2IV                 | 154 |   0
5414|* mu.01 Sco                        |Be*|16 51 52.2283548696 -38 02 50.638070400|1.98     |2.82     |2.98     |     ~   |     ~   |B1V+B                | 300 |   0
5415|[SC96] Mis 162                     |*  |16 52 00.0 -38 02 00                   |     ~   |     ~   |2.51     |     ~   |     ~   |~                    |   1 |   0
5416|HD 153368                          |HB*|17 00 36.9893848320 -35 56 02.883388272|     ~   |7.110    |5.934    |     ~   |     ~   |K2IIICNII            |  25 |   0
5417|HD 153072                          |** |16 58 52.2672622269 -37 37 13.774263261|     ~   |6.231    |6.048    |     ~   |     ~   |A3III                |  44 |   0
5418|HD 154310                          |*  |17 06 20.1895074456 -37 13 39.330455520|     ~   |6.05     |5.98     |     ~   |     ~   |A2IV                 |  32 |   0
5419|V* V923 Sco                        |SB*|17 03 50.9415687600 -38 09 09.259137216|     ~   |6.290    |5.902    |     ~   |     ~   |F3V                  |  63 |   0
5420|HD 155826                          |** |17 15 35.9021317723 -38 35 38.168900773|     ~   |6.53     |5.95     |     ~   |     ~   |G0V                  |  93 |   0
5421|HD 157038                          |s*b|17 22 39.2179927464 -37 48 16.699933296|6.99     |7.20     |6.44     |5.70     |5.15     |B3Iap                | 111 |   0
5422|HD 157097                          |*  |17 22 54.7490787120 -37 13 14.839562316|     ~   |6.999    |5.914    |     ~   |     ~   |K1III                |  17 |   0
5423|HD 158105                          |** |17 28 56.0893272024 -36 46 41.809637784|     ~   |7.097    |5.985    |     ~   |     ~   |K0III                |  16 |   0
5424|* ups Sco                          |*  |17 30 45.8371228 -37 17 44.928511      |1.64     |2.48     |2.65     |     ~   |     ~   |B2IV                 | 187 |   0
5425|HD 159312                          |*  |17 35 43.0769582448 -37 26 23.535249540|     ~   |6.493    |6.463    |     ~   |     ~   |A0V                  |  36 |   0
5426|HD 159633                          |*  |17 37 26.9188791048 -38 03 58.915673100|     ~   |7.52     |6.27     |     ~   |     ~   |G2Ib                 |  29 |   0
5427|* Q Sco                            |PM*|17 36 32.8551435432 -38 38 06.891848556|     ~   |5.357    |4.267    |     ~   |     ~   |G8/K0III/IV          |  44 |   0
5428|[SC96] GC 109                      |*  |17 35 36.0 -37 24 00                   |     ~   |     ~   |6.32     |     ~   |     ~   |~                    |   1 |   0
5429|[SC96] Mis 549                     |*  |17 35 36.0 -37 24 00                   |     ~   |     ~   |6.32     |     ~   |     ~   |~                    |   1 |   0
5430|* lam Sco                          |bC*|17 33 36.52012 -37 06 13.7648          |0.52     |1.49     |1.63     |     ~   |     ~   |B2IV+DA7.9           | 399 |   0
5431|HD 160668                          |*  |17 42 51.0974316864 -36 56 44.024727984|     ~   |7.073    |5.520    |     ~   |     ~   |K5III                |  21 |   0
5432|* kap Sco                          |bC*|17 42 29.27520 -39 01 47.9391          |1.32     |2.211    |2.386    |     ~   |     ~   |B1.5III              | 246 |   0
5433|HD 161390                          |** |17 47 07.2958156248 -38 06 43.824481128|     ~   |6.384    |6.400    |     ~   |     ~   |B9V                  |  35 |   0
5434|* G Sco                            |*  |17 49 51.4808976914 -37 02 35.794961894|5.57     |4.38     |3.21     |     ~   |     ~   |K2III                |  84 |   0
5435|HD 163652                          |*  |17 58 55.6875468144 -36 51 30.148476408|     ~   |6.646    |5.737    |     ~   |     ~   |G8III                |  25 |   0
5436|[SC96] GC 277                      |*  |17 57 42.0 -39 08 00                   |     ~   |     ~   |5.72     |     ~   |     ~   |~                    |   1 |   0
5437|[SC96] Mis 814                     |*  |17 57 42.0 -39 08 00                   |     ~   |     ~   |5.72     |     ~   |     ~   |~                    |   1 |   0
5438|* eta Sgr                          |LP?|18 17 37.6371989461 -36 45 42.084592381|6.37     |4.67     |3.11     |1.55     |0.23     |M2III                | 145 |   0
5439|HD 168357                          |*  |18 20 55.1875703808 -37 29 15.527080392|     ~   |7.742    |6.434    |     ~   |     ~   |K2II                 |  15 |   0
5440|HD 168592                          |PM*|18 22 18.5733983520 -38 39 24.826092840|     ~   |6.579    |5.073    |     ~   |     ~   |K4/5III              |  30 |   0
5441|V* V4050 Sgr                       |a2*|18 22 53.0754352224 -36 40 10.400061108|     ~   |5.20     |5.34     |     ~   |     ~   |B7Ib/II              | 167 |   0
5442|* kap02 CrA                        |*  |18 33 23.1312973056 -38 43 33.539236896|     ~   |5.51     |5.59     |     ~   |     ~   |B9V                  |  37 |   0
5443|HD 169853                          |*  |18 28 27.1140580824 -38 59 44.410236756|     ~   |5.756    |5.624    |     ~   |     ~   |A2mA2-F0             |  25 |   0
5444|* kap01 CrA                        |*  |18 33 23.0809150440 -38 43 12.166376844|     ~   |6.134    |6.169    |     ~   |     ~   |B8/A1                |  38 |   0
5445|* lam CrA                          |PM*|18 43 46.9419848160 -38 19 24.390826104|     ~   |5.180    |5.111    |     ~   |     ~   |A0/1V                |  44 |   0
5446|HD 175093                          |*  |18 55 23.5495262472 -37 23 11.718704760|     ~   |7.59     |6.47     |     ~   |     ~   |K1III                |   9 |   0
5447|* eps CrA                          |SB*|18 58 43.3827144528 -37 06 26.380732536|     ~   |5.24     |4.85     |     ~   |     ~   |F4VFe-0.8+           | 216 |   0
5448|V* V686 CrA                        |a2*|18 56 40.4859327624 -37 20 35.701261512|4.53     |5.24     |5.38     |     ~   |     ~   |B3V                  | 211 |   0
5449|HD 176270                          |Y*O|19 01 04.3028373864 -37 03 41.666365152|     ~   |6.37     |6.40     |     ~   |     ~   |B9V                  |  61 |   0
5450|* gam CrA                          |** |19 06 25.11014 -37 03 48.3901          |4.75     |4.73     |4.21     |     ~   |     ~   |F8V+F8V              |  57 |   0
5451|* gam CrA A                        |PM*|19 06 25.2146839530 -37 03 47.792348952|     ~   |5.07     |4.53     |     ~   |     ~   |F8V                  |  84 |   0
5452|* gam CrA B                        |PM*|19 06 25.1022191999 -37 03 49.332880204|     ~   |7.06     |6.42     |     ~   |     ~   |F8/G1                |  46 |   0
5453|HD 177565                          |PM*|19 06 52.4643890878 -37 48 38.373405467|     ~   |6.88     |6.16     |     ~   |     ~   |G6V                  | 188 |   0
5454|V* V701 CrA                        |dS*|19 03 17.6961867024 -38 15 11.333460060|     ~   |6.044    |5.716    |     ~   |     ~   |F2III/IV             |  46 |   0
5455|* alf CrA                          |PM*|19 09 28.3415149600 -37 54 16.107840507|     ~   |4.146    |4.087    |     ~   |     ~   |A2Va                 | 117 |   0
5456|HD 180885                          |Be*|19 19 39.9943579872 -35 25 17.253474852|4.88     |5.446    |5.579    |     ~   |     ~   |B6IIIe               |  65 |   0
5457|HD 181321                          |SB*|19 21 29.7277723051 -34 59 00.356331012|7.22     |7.11     |6.48     |     ~   |     ~   |G2V                  | 144 |   0
5458|* tet01 Sgr                        |SB*|19 59 44.1789950739 -35 16 34.709940625|3.55     |4.22     |4.37     |     ~   |     ~   |B3IV                 |  97 |   0
5459|* tet02 Sgr                        |PM*|19 59 51.3570446040 -34 41 52.078169184|     ~   |5.465    |5.299    |     ~   |     ~   |A4/5IV               |  41 |   0
5460|HD 195843                          |*  |20 34 47.3919173016 -30 28 24.494649204|     ~   |6.331    |6.402    |     ~   |     ~   |B8V                  |  30 |   0
5461|HD 196917                          |PM*|20 41 23.6576627064 -31 35 53.833438032|     ~   |7.286    |5.740    |     ~   |     ~   |M1III                |  43 |   0
5462|HD 198751                          |*  |20 53 24.9606764088 -30 43 08.230778112|     ~   |7.459    |6.342    |     ~   |     ~   |K1III                |  17 |   0
5463|HD 134373                          |RG*|15 10 18.6313416048 -26 19 57.451782540|     ~   |6.780    |5.756    |     ~   |     ~   |K0III                |  30 |   0
5464|* tau Lib                          |SB*|15 38 39.3694957 -29 46 39.895604      |     ~   |3.481    |3.642    |     ~   |     ~   |B2.5V                | 164 |   0
5465|HD 139613                          |PM*|15 40 15.5272094544 -31 12 49.584231900|     ~   |7.773    |6.340    |     ~   |     ~   |K3III                |  17 |   0
5466|HD 141832                          |PM*|15 52 12.8058646728 -29 53 11.518381644|     ~   |7.386    |6.382    |     ~   |     ~   |K0III                |  31 |   0
5467|HD 142542                          |*  |15 56 14.0306770776 -31 47 09.171584340|     ~   |6.718    |6.284    |     ~   |     ~   |F3/5V                |  41 |   0
5468|HD 143404                          |*  |16 01 19.5543514392 -31 53 20.881205052|     ~   |7.780    |6.317    |     ~   |     ~   |K4III                |  18 |   0
5469|HD 143790                          |*  |16 03 34.3588814712 -32 00 01.924226352|     ~   |6.455    |5.993    |     ~   |     ~   |F5IV/V               |  54 |   0
5470|HD 147553                          |** |16 23 56.71426 -33 11 57.8305          |     ~   |6.47     |6.46     |     ~   |     ~   |B9.5V(n)+A1V(n)      |  58 |   0
5471|HD 150331                          |PM*|16 41 45.4543295376 -33 08 44.735502012|     ~   |6.499    |5.836    |     ~   |     ~   |G0/2II               |  42 |   0
5472|* eps Sco                          |PM*|16 50 09.8108127 -34 17 35.633735      |4.61     |3.45     |2.29     |1.43     |0.83     |K1III                | 224 |   0
5473|HD 152636                          |*  |16 55 57.7523286192 -33 30 24.743368368|     ~   |8.12     |6.32     |     ~   |     ~   |K5III                |  18 |   0
5474|* 27 Sco                           |*  |16 57 11.1748119696 -33 15 34.172238564|     ~   |7.11     |5.49     |     ~   |     ~   |K5III                |  30 |   0
5475|* k Sco                            |s*b|17 04 49.3516568736 -34 07 22.541680380|4.44     |5.13     |4.87     |4.59     |4.42     |B2Iab                | 154 |   0
5476|HD 154368                          |s*b|17 06 28.3687759224 -35 27 03.760593156|6.10     |6.63     |6.13     |7.12     |     ~   |O9.5Iab              | 302 |   0
5477|HD 155974                          |PM*|17 16 21.6025357545 -35 45 01.073726326|     ~   |6.60     |6.12     |     ~   |     ~   |F5.5V                |  84 |   0
5478|HD 155806                          |Be*|17 15 19.2478670712 -33 32 54.299379012|4.61     |5.52     |5.53     |     ~   |     ~   |O7.5V((f))z(e)       | 235 |   0
5479|[SC96] GC 33                       |UV |17 17 24.0 -35 33 00                   |     ~   |     ~   |6.50     |     ~   |     ~   |~                    |   1 |   0
5480|HD 156384                          |** |17 18 57.16483 -34 59 23.1416          |7.80     |6.93     |5.89     |4.97     |4.38     |K3V+K5V              | 174 |   0
5481|HD 156384A                         |*  |17 18 56.415192 -34 59 22.48188        |     ~   |7.52     |6.37     |     ~   |     ~   |K3                   |  33 |   0
5482|HD 157060                          |SB*|17 22 37.9508834904 -35 54 38.105059464|     ~   |6.954    |6.419    |     ~   |     ~   |F9V:                 |  50 |   0
5483|HD 158619                          |*  |17 31 47.3587508112 -33 42 11.372636808|     ~   |7.616    |6.413    |     ~   |     ~   |K2III                |  16 |   0
5484|V* V949 Sco                        |dS*|17 32 24.6280645896 -34 16 45.860390688|     ~   |6.513    |6.158    |     ~   |     ~   |F2IV                 |  42 |   0
5485|[SC96] GC 210                      |*  |17 51 24.0 -35 21 00                   |     ~   |     ~   |6.29     |     ~   |     ~   |~                    |   1 |   0
5486|[SC96] Mis 732                     |*  |17 51 24.0 -35 21 00                   |     ~   |     ~   |6.29     |     ~   |     ~   |~                    |   1 |   0
5487|HD 162391                          |SB*|17 52 19.7613514968 -34 25 00.630446052|     ~   |6.95     |5.85     |     ~   |     ~   |G8/K0III             |  52 |   0
5488|HD 162496                          |*  |17 52 49.2230547264 -34 06 53.395481952|     ~   |7.30     |6.06     |     ~   |     ~   |K1III                |  29 |   0
5489|HD 162586                          |** |17 53 19.58018 -34 43 50.9011          |     ~   |6.07     |6.12     |     ~   |     ~   |B3/5III              |  71 |   0
5490|HD 162678                          |*  |17 53 45.5007392112 -34 47 09.707011908|     ~   |6.38     |6.38     |     ~   |     ~   |B9/A0II/III          |  52 |   0
5491|V* V906 Sco                        |SB*|17 53 54.7731227 -34 45 09.785378      |     ~   |5.95     |5.96     |     ~   |     ~   |B9V+B9V              | 126 |   0
5492|V* V951 Sco                        |a2*|17 53 58.1358478008 -34 49 51.800052684|     ~   |6.43     |6.42     |     ~   |     ~   |kB6hA0VHeA0pSiCr     | 108 |   0
5493|HD 162817                          |*  |17 54 27.1232887320 -34 28 00.204740616|     ~   |6.15     |6.11     |     ~   |     ~   |B9.5/A0III           |  81 |   0
5494|HD 162517                          |PM*|17 52 57.6119952696 -35 37 27.514955352|     ~   |6.33     |6.02     |     ~   |     ~   |F2V                  |  29 |   0
5495|HD 162926                          |*  |17 55 08.0316869184 -36 28 32.320078824|     ~   |6.113    |6.053    |     ~   |     ~   |B9.5III              |  30 |   0
5496|V* V957 Sco                        |BS*|17 52 13.6613130072 -34 47 57.109291728|5.16     |5.80     |5.90     |     ~   |     ~   |B5IVp                | 141 |   0
5497|[SC96] GC 236                      |*  |17 53 42.0 -34 45 00                   |     ~   |     ~   |4.89     |     ~   |     ~   |~                    |   1 |   0
5498|[SC96] GC 258                      |*  |17 56 06.0 -35 03 00                   |     ~   |     ~   |6.38     |     ~   |     ~   |~                    |   1 |   0
5499|[SC96] Mis 792                     |*  |17 56 06.0 -35 03 00                   |     ~   |     ~   |6.38     |     ~   |     ~   |~                    |   1 |   0
5500|HD 164245                          |*  |18 01 48.3019358064 -36 22 40.275786540|5.94     |6.274    |6.296    |     ~   |     ~   |B8V                  |  40 |   0
5501|[SC96] GC 335                      |*  |18 01 54.0 -36 22 00                   |     ~   |     ~   |5.90     |     ~   |     ~   |~                    |   1 |   0
5502|[SC96] Mis 890                     |*  |18 01 54.0 -36 22 00                   |     ~   |     ~   |5.90     |     ~   |     ~   |~                    |   1 |   0
5503|HD 166197                          |V* |18 10 55.3486784976 -33 48 00.251316684|5.16     |6.02     |6.16     |     ~   |     ~   |B2II/III             |  56 |   0
5504|HD 164870                          |*  |18 04 50.3785407480 -35 54 05.187633912|     ~   |7.151    |5.972    |     ~   |     ~   |K2III                |  16 |   0
5505|HD 165185                          |PM*|18 06 23.7195191736 -36 01 11.230597272|6.64     |6.57     |5.95     |5.58     |     ~   |G1V                  | 177 |   0
5506|V* RS Sgr                          |SB*|18 17 36.2457818040 -34 06 26.157477636|5.45     |5.94     |6.03     |     ~   |     ~   |B3/4IV/V             | 115 |   0
5507|HD 168838                          |HB*|18 23 28.8266690568 -36 14 16.758149352|     ~   |6.528    |5.518    |     ~   |     ~   |K0III                |  22 |   0
5508|HD 169236                          |*  |18 25 21.6723631992 -35 59 31.285602564|     ~   |7.153    |6.142    |     ~   |     ~   |K0III                |  16 |   0
5509|* eps Sgr                          |PM*|18 24 10.31840 -34 23 04.6193          |     ~   |1.82     |1.81     |     ~   |     ~   |B9IVp_lB?            | 217 |   1
5510|HD 169398                          |*  |18 25 54.6067179312 -33 56 44.585655684|5.71     |6.214    |6.296    |     ~   |     ~   |B7III                |  37 |   0
5511|HD 172910                          |Y*O|18 44 19.3604882816 -35 38 31.158238101|3.97     |4.69     |4.87     |5.02     |5.18     |B2V                  |  99 |   0
5512|V* RY Sgr                          |RC*|19 16 32.7668605944 -33 31 20.340212592|6.20     |6.27     |6.25     |     ~   |     ~   |Cpec                 | 368 |   0
5513|HD 186500                          |*  |19 46 01.2251177472 -31 54 30.846204252|     ~   |5.521    |5.512    |     ~   |     ~   |B8III                |  45 |   0
5514|HD 188981                          |SB*|19 58 56.4277645440 -30 32 18.202502148|     ~   |7.341    |6.280    |     ~   |     ~   |K1III                |  30 |   0
5515|HD 190056                          |V* |20 04 19.5930107568 -32 03 22.666720392|     ~   |6.20     |4.99     |     ~   |     ~   |K1III/IV             |  47 |   0
5516|HD 192433                          |*  |20 15 50.6122141608 -30 00 18.988521840|     ~   |7.805    |6.275    |     ~   |     ~   |K4III                |  16 |   0
5517|HD 194215                          |SB*|20 25 26.8274580216 -28 39 47.749771800|     ~   |6.954    |5.858    |     ~   |     ~   |G8II/III             |  48 |   0
5518|HD 195206                          |** |20 30 56.7996670920 -29 06 45.581368032|     ~   |6.559    |6.343    |     ~   |     ~   |A5V                  |  25 |   0
5519|HD 197540                          |*  |20 45 13.1203273128 -27 14 50.208523836|     ~   |7.432    |6.492    |     ~   |     ~   |G8III                |  17 |   0
5520|HD 199260                          |PM*|20 56 47.3316655128 -26 17 46.960329480|     ~   |6.20     |5.70     |     ~   |     ~   |F6V                  | 122 |   0
5521|* ome Cap                          |V* |20 51 49.2905373888 -26 55 08.885443656|7.66     |5.75     |4.12     |2.87     |1.93     |M0IIIBa0.5           | 102 |   0
5522|V* BY Mic                          |LP?|20 54 06.5690035153 -27 55 30.854274189|     ~   |8.017    |6.409    |     ~   |     ~   |M1III                |  27 |   0
5523|* sig Lib                          |Mi*|15 04 04.2148093680 -25 16 55.090486596|6.86     |4.91     |3.21     |1.60     |0.33     |M2.5III              | 190 |   0
5524|* 23 Lib                           |PM*|15 13 28.6669233518 -25 18 33.653388418|     ~   |7.168    |6.46     |6.43     |     ~   |G6IV-V               | 316 |   1
5525|HD 135051                          |*  |15 13 53.3128618824 -26 11 36.866722560|     ~   |6.998    |5.857    |     ~   |     ~   |G8/K0II              |  18 |   1
5526|* 36 Lib                           |*  |15 34 37.3181759976 -28 02 49.272938232|     ~   |6.437    |5.138    |     ~   |     ~   |K2/3III              |  43 |   0
5527|HD 139160                          |SB*|15 37 28.4996647464 -26 16 47.509681800|5.76     |6.171    |6.194    |     ~   |     ~   |B9IV                 |  94 |   0
5528|* ups Lib                          |*  |15 37 01.4488964967 -28 08 06.397661288|     ~   |4.979    |3.589    |     ~   |     ~   |K3.5III              |  96 |   0
5529|HD 139290                          |*  |15 38 15.8114653992 -28 12 23.963527944|     ~   |7.502    |6.319    |     ~   |     ~   |K1III                |  18 |   0
5530|* rho Sco                          |SB*|15 56 53.0772000457 -29 12 50.667996815|2.84     |3.66     |3.86     |3.97     |4.17     |B2IV-V               | 212 |   0
5531|HD 143619                          |*  |16 02 39.4217443440 -29 08 08.890452996|     ~   |7.376    |6.056    |     ~   |     ~   |K2/3III              |  25 |   0
5532|* 12 Sco A                         |** |16 12 16.0428278880 -28 25 02.224259076|     ~   |5.75     |5.80     |     ~   |     ~   |B9V                  |   4 |   0
5533|HD 145250                          |PM*|16 11 02.0683023240 -29 24 58.387298940|     ~   |6.226    |5.102    |     ~   |     ~   |K0III                |  38 |   0
5534|* d Sco                            |PM*|16 18 17.8991603537 -28 36 50.471996469|     ~   |4.804    |4.782    |     ~   |     ~   |A1Va                 | 168 |   0
5535|HD 146836                          |PM*|16 19 32.7382799688 -30 54 24.160713048|     ~   |5.949    |5.502    |     ~   |     ~   |F5IV                 |  72 |   0
5536|CD-29 12513                        |** |16 24 39.77379 -29 42 16.7693          |     ~   |6.01     |5.41     |     ~   |     ~   |G0                   |  34 |   0
5537|CD-29 12513A                       |PM*|16 24 39.7741088568 -29 42 16.785116136|     ~   |6.40     |5.82     |     ~   |     ~   |F9IV                 |  46 |   0
5538|HD 152431                          |*  |16 54 35.9606452488 -30 35 14.443960848|     ~   |6.56     |6.34     |     ~   |     ~   |A5III(m)             |  27 |   0
5539|[SC96] Mis 201                     |*  |16 55 36.0 -31 24 00                   |     ~   |     ~   |6.36     |     ~   |     ~   |~                    |   1 |   0
5540|V* RR Sco                          |Mi*|16 56 37.8385882488 -30 34 48.211969260|8.46     |7.64     |6.10     |     ~   |     ~   |M6+e                 | 154 |   0
5541|HD 153613                          |PM*|17 01 52.6418972928 -32 08 36.680544996|     ~   |4.914    |5.010    |     ~   |     ~   |B8V                  |  53 |   0
5542|HD 154783                          |PM*|17 08 47.5394206392 -30 24 13.382302392|     ~   |6.198    |5.911    |     ~   |     ~   |Fm_dD                |  55 |   0
5543|HD 155450                          |bC?|17 12 58.5578949696 -32 26 17.993977116|5.36     |6.019    |5.997    |7.21     |     ~   |B1Ib                 |  67 |   0
5544|HD 156098                          |PM*|17 17 03.6458542704 -32 39 46.220745528|     ~   |6.021    |5.526    |     ~   |     ~   |F6V                  | 123 |   0
5545|HD 156325                          |Be*|17 18 20.5104454512 -32 33 11.181878028|6.15     |6.465    |6.367    |     ~   |     ~   |B6Vne                |  69 |   0
5546|HD 159176                          |Be*|17 34 42.4921337376 -32 34 53.995451196|4.88     |5.74     |5.70     |7.19     |     ~   |O7V                  | 257 |   0
5547|HD 160748                          |V* |17 43 06.8633568960 -33 03 04.632928632|     ~   |8.27     |6.45     |     ~   |     ~   |M1III                |  25 |   0
5548|V* BM Sco                          |s*r|17 40 58.5463959480 -32 12 52.064356500|8.75     |7.20     |5.60     |     ~   |     ~   |K2IbHdel1            |  87 |   0
5549|HD 161840                          |*  |17 49 10.4772059568 -31 42 11.542634590|     ~   |4.753    |4.797    |     ~   |     ~   |B8Ib/II              |  63 |   0
5550|HD 165978                          |PM*|18 09 59.9637881232 -32 43 10.688270124|     ~   |7.435    |6.405    |     ~   |     ~   |K0III                |  27 |   0
5551|HD 170479                          |*  |18 31 04.8414699868 -32 59 20.753703372|     ~   |5.566    |5.386    |     ~   |     ~   |A5V                  |  32 |   0
5552|HD 171034                          |Pu*|18 33 57.7663102032 -33 00 59.616968472|4.45     |5.150    |5.276    |     ~   |     ~   |B2III/IV             |  66 |   0
5553|NAME SDG                           |G  |18 55 19.0 -30 32 43                   |     ~   |4.5      |3.6      |     ~   |     ~   |~                    |2293 |   2
5554|HD 175390                          |** |18 56 27.2378477160 -31 41 20.502150684|     ~   |7.68     |6.45     |     ~   |     ~   |K2III                |  11 |   0
5555|HD 175794                          |PM*|18 58 21.2802952464 -31 02 09.509385552|     ~   |7.451    |6.080    |     ~   |     ~   |K3III                |  15 |   0
5556|HD 177074                          |*  |19 04 25.0576352928 -31 02 49.490055780|     ~   |5.512    |5.482    |     ~   |     ~   |A0V                  |  30 |   0
5557|HD 182286                          |PM*|19 25 04.0424690256 -29 18 33.687894708|     ~   |7.19     |5.93     |     ~   |     ~   |K3III                |  19 |   0
